Id,Area,Address,Studio,Zone,Inside_M30,Rent,Bedrooms,Sq. Mt.,Floor,Outer,Elevator,Penthouse,Cottage,Duplex,Semi-detached,Region
1664,Chamartin,Piso en calle de Juan Ram—n Jim_nez,0,Nueva Espa–a,1,1300,1,80,6,1,1,0,0,0,0,North
1665,Chamartin,Piso en Bernab_u-Hispanoam_rica,0,Bernab_u-Hispanoam_rica,1,1300,1,90,6,1,1,0,0,0,0,North
1666,Chamartin,Piso en calle del Doctor Fleming,0,Bernab_u-Hispanoam_rica,1,2750,4,176,7,1,1,0,0,0,0,North
1667,Chamartin,Piso en calle Nœ–ez Morgado,0,Castilla,1,1000,1,85,1,1,1,0,0,0,0,North
1668,Chamartin,Piso en Prosperidad,0,Prosperidad,1,980,3,75,1,1,1,0,0,0,0,North
1669,Chamartin,Piso en calle de Luis Cabrera,0,Prosperidad,1,600,1,40,2,0,0,0,0,0,0,North
1670,Chamartin,Piso en Castilla,0,Castilla,1,1050,1,73,8,1,1,0,0,0,0,North
1671,Chamartin,Piso en Castilla,0,Castilla,1,950,1,60,9,1,1,0,0,0,0,North
1672,Chamartin,Piso en Castilla,0,Castilla,1,950,1,68,9,1,1,0,0,0,0,North
1673,Chamartin,Piso en Castilla,0,Castilla,1,950,1,52,9,1,1,0,0,0,0,North
1674,Chamartin,Piso en Castilla,0,Castilla,1,1050,1,70,4,1,1,0,0,0,0,North
1675,Chamartin,Piso en Nueva Espa–a,0,Nueva Espa–a,1,1200,1,60,3,1,1,0,0,0,0,North
1676,Chamartin,Piso en Bernab_u-Hispanoam_rica,0,Bernab_u-Hispanoam_rica,1,2400,3,150,3,1,1,0,0,0,0,North
1677,Chamartin,Piso en Castilla,0,Castilla,1,950,1,60,2,0,1,0,0,0,0,North
1678,Chamberi,Estudio en Nuevos Ministerios-R’os Rosas,1,Nuevos Ministerios-R’os Rosas,1,750,0,50,0,0,1,0,0,0,0,North
1679,Chamberi,Estudio en plaza San Juan de la Cruz,1,Nuevos Ministerios-R’os Rosas,1,750,0,50,7,0,1,0,0,0,0,North
1680,Chamberi,Piso en Almagro,0,Almagro,1,2500,2,111,2,1,1,0,0,0,0,North
1681,Chamberi,Piso en Almagro,0,Almagro,1,2800,3,120,5,1,1,0,0,0,0,North
1682,Chamberi,Piso en calle Magallanes,0,Arapiles,1,1300,2,75,3,1,1,0,0,0,0,North
1683,Chamberi,Piso en ALMAGRO,0,Almagro,1,2500,2,120,2,1,1,0,0,0,0,North
1684,Chamberi,Piso en calle de Fern‡ndez de los Rios,0,Gaztambide,1,750,2,36,2,1,0,0,0,0,0,North
1685,Chamberi,Piso en paseo del General Mart’nez Campos,0,Almagro,1,2500,4,218,3,1,1,0,0,0,0,North
1686,Chamberi,Piso en Almagro,0,Almagro,1,2200,2,95,1,0,1,0,0,0,0,North
1687,Chamberi,çÅtico en calle de Fern‡ndez de la Hoz,0,Nuevos Ministerios-R’os Rosas,1,1600,2,160,6,1,1,1,0,0,0,North
1688,Chamberi,Piso en isaac peral,0,Vallehermoso,1,1200,1,80,6,0,1,0,0,0,0,North
1689,Chamberi,Piso en calle Boix y Morer,0,Vallehermoso,1,1500,2,80,2,1,1,0,0,0,0,North
1690,Chamberi,Piso en Almagro,0,Almagro,1,2900,2,115,10,1,1,0,0,0,0,North
1691,Chamberi,Piso en Almagro,0,Almagro,1,4000,4,240,2,1,1,0,0,0,0,North
1692,Chamberi,Piso en calle de Espronceda,0,Nuevos Ministerios-R’os Rosas,1,1000,1,55,3,1,1,0,0,0,0,North
1693,Chamberi,Piso en calle Bret—n de los Herreros,0,Nuevos Ministerios-R’os Rosas,1,1250,1,70,5,1,1,0,0,0,0,North
1694,Chamberi,çÅtico en Almagro,0,en Almagro,1,1500,1,77,6,1,0,1,0,0,0,North
1695,Chamberi,Piso en Luchana,0,Trafalgar,1,975,1,55,5,1,1,0,0,0,0,North
1696,Chamberi,Piso en calle Vallehermoso,0,Vallehermoso,1,1300,2,70,5,1,1,0,0,0,0,North
1697,Chamberi,Estudio en calle de Mar’a de Guzm‡n,1,Nuevos Ministerios-R’os Rosas,1,690,0,50,0,0,0,0,0,0,0,North
1698,Chamberi,Estudio en calle Marqu_s de Lema,1,Vallehermoso,1,600,0,35,3,1,1,0,0,0,0,North
1699,Chamberi,çÅtico en calle Montele—n,0,Arapiles,1,750,1,36,5,0,1,1,0,0,0,North
1700,Chamberi,Piso en Nuevos Ministerios-R’os Rosas,0,Nuevos Ministerios-R’os Rosas,1,3500,4,400,,1,0,0,0,0,0,North
1701,Chamberi,Piso en calle de Breton de los Herreros,0,Nuevos Ministerios-R’os Rosas,1,1600,2,90,4,1,1,0,0,0,0,North
1702,Chamberi,Piso en plaza del Conde del Valle de Sœchil,0,Arapiles,1,1900,3,120,6,1,1,0,0,0,0,North
1703,Chamberi,çÅtico en calle de Fern‡ndez de los Rios,0,Arapiles,1,1395,1,56,8,1,1,1,0,0,0,North
1704,Chamberi,Dœplex en calle Magallanes,0,Arapiles,1,3200,2,220,6,1,1,0,0,1,0,North
1705,Chamberi,Piso en FERNANDEZ DE LA HOZ,0,Nuevos Ministerios-R’os Rosas,1,970,1,50,4,0,1,0,0,0,0,North
1706,Chamberi,çÅtico en calle Magallanes,0,Arapiles,1,3200,2,220,6,1,1,1,0,0,0,North
1707,Chamberi,Piso en Vallehermoso,0,Vallehermoso,1,2000,4,160,3,1,1,0,0,0,0,North
1708,Chamberi,Piso en calle de alenza,0,Nuevos Ministerios-R’os Rosas,1,1350,2,83,4,0,1,0,0,0,0,North
1709,Chamberi,Piso en calle Luchana,0,Trafalgar,1,2750,4,160,7,1,1,0,0,0,0,North
1710,Chamberi,çÅtico en calle de Jenner,0,Almagro,1,4500,3,354,5,1,1,1,0,0,0,North
1711,Chamberi,Piso en calle de Isaac Peral,0,Gaztambide,1,1590,2,101,15,1,1,0,0,0,0,North
1712,Chamberi,Piso en calle Eduardo Dato,0,Almagro,1,4200,4,330,4,1,1,0,0,0,0,North
1713,Chamberi,Estudio en calle Montele—n,1,Trafalgar,1,800,0,35,3,0,1,0,0,0,0,North
1714,Chamberi,Estudio en calle de Mel_ndez Vald_s,1,Arapiles,1,1000,0,50,1,1,1,0,0,0,0,North
1715,Chamberi,Piso en paseo de Eduardo Dato,0,Almagro,1,2900,2,140,4,1,1,0,0,0,0,North
1716,Chamberi,Piso en calle General Martinez Campos,0,Almagro,1,3900,4,250,4,1,1,0,0,0,0,North
1717,Chamberi,Piso en calle General Alvarez de Castro,0,Trafalgar,1,1150,1,77,4,1,1,0,0,0,0,North
1718,Chamberi,Piso en Espronceda,0,Nuevos Ministerios-R’os Rosas,1,2800,3,140,5,1,1,0,0,0,0,North
1719,Chamberi,Piso en calle de Fern‡ndez de la Hoz,0,Nuevos Ministerios-R’os Rosas,1,2300,4,154,3,1,1,0,0,0,0,North
1720,Chamberi,Piso en calle Isaac Peral,0,Gaztambide,1,3000,4,200,11,1,1,0,0,0,0,North
1721,Chamberi,Estudio en calle de Gaztambide,1,Gaztambide,1,800,0,45,4,1,1,0,0,0,0,North
1722,Chamberi,Piso en avenida de filipinas,0,Vallehermoso,1,2800,3,130,1,1,1,0,0,0,0,North
1723,Chamberi,Estudio en calle de Mar’a de Guzm‡n,1,Nuevos Ministerios-R’os Rosas,1,690,0,50,0,0,0,0,0,0,0,North
1724,Chamberi,Piso en calle Blasco de Garay,0,Arapiles,1,2400,4,120,5,1,1,0,0,0,0,North
1725,Chamberi,Piso en Almagro,0,Almagro,1,2200,2,85,1,1,1,0,0,0,0,North
1726,Chamberi,Piso en calle de Fuencarral,0,Trafalgar,1,2250,2,122,4,1,1,0,0,0,0,North
1727,Chamberi,Piso en Galileo,0,Arapiles,1,900,1,48,1,0,1,0,0,0,0,North
1728,Chamberi,Piso en Almagro,0,Almagro,1,4300,4,355,3,1,1,0,0,0,0,North
1729,Chamberi,Piso en Almagro,0,Almagro,1,4700,4,231,4,1,1,0,0,0,0,North
1730,Chamberi,Piso en calle de san bernardo,0,Arapiles,1,1600,3,130,5,1,1,0,0,0,0,North
1731,Chamberi,Piso en Zurbano,0,Almagro,1,2200,1,58,4,1,1,0,0,0,0,North
1732,Chamberi,Piso en calle de zurbano,0,Almagro,1,1500,1,80,2,1,1,0,0,0,0,North
1733,Chamberi,Piso en Galileo,0,Arapiles,1,1380,2,115,1,1,1,0,0,0,0,North
1734,Chamberi,Piso en calle Almagro,0,Almagro,1,2500,2,122,2,1,1,0,0,0,0,North
1735,Chamberi,Estudio en calle de Mar’a de Guzm‡n,1,Nuevos Ministerios-R’os Rosas,1,690,0,50,0,0,0,0,0,0,0,North
1736,Chamberi,Piso en calle de Breton de los Herreros,0,Nuevos Ministerios-R’os Rosas,1,1600,2,85,4,1,1,0,0,0,0,North
1737,Chamberi,Piso en calle de Alberto Aguilera,0,Gaztambide,1,1500,2,80,2,0,1,0,0,0,0,North
1738,Chamberi,Piso en Trafalgar,0,Trafalgar,1,1300,1,75,2,1,1,0,0,0,0,North
1739,Chamberi,Piso en calle el Espa–oleto,0,Almagro,1,2100,2,160,1,1,1,0,0,0,0,North
1740,Chamberi,Piso en calle general ampudia,0,Vallehermoso,1,3000,5,260,3,1,1,0,0,0,0,North
1741,Chamberi,çÅtico en Fern‡ndez de la Hoz,0,Almagro,1,1600,2,160,6,1,1,1,0,0,0,North
1742,Chamberi,Estudio en calle de Bravo Murillo,1,Trafalgar,1,800,0,45,4,1,1,0,0,0,0,North
1743,Chamberi,Piso en calle de Fern‡ndez de la Hoz,0,Almagro,1,1600,2,153,6,1,1,0,0,0,0,North
1744,Chamberi,Piso en calle de Modesto Lafuente,0,Nuevos Ministerios-R’os Rosas,1,3500,4,335,,0,1,0,0,0,0,North
1745,Chamberi,Piso en plaza del Conde del Valle de Sœchil,0,Arapiles,1,1900,3,130,6,1,1,0,0,0,0,North
1746,Chamberi,Estudio en calle Maria de Guzman,1,Nuevos Ministerios-R’os Rosas,1,750,0,45,0,0,0,0,0,0,0,North
1747,Chamberi,çÅtico en calle donoso cort_s,0,Gaztambide,1,2400,4,175,5,1,1,1,0,0,0,North
1748,Chamberi,Estudio en calle de Mar’a de Guzm‡n,1,Nuevos Ministerios-R’os Rosas,1,690,0,50,0,0,0,0,0,0,0,North
1749,Chamberi,Piso en calle de Zurbano,0,Almagro,1,1850,2,80,5,1,1,0,0,0,0,North
1750,Chamberi,Piso en calle Ponzano,0,Nuevos Ministerios-R’os Rosas,1,900,2,70,2,1,0,0,0,0,0,North
1751,Chamberi,Piso en breton de los herreros,0,Nuevos Ministerios-R’os Rosas,1,1250,2,65,4,1,1,0,0,0,0,North
1752,Chamberi,Piso en calle de Fern‡ndez de los Rios,0,Gaztambide,1,900,1,40,4,0,1,0,0,0,0,North
1753,Chamberi,Piso en calle de Rodr’guez San Pedro,0,Arapiles,1,945,1,49,1,0,1,0,0,0,0,North
1754,Chamberi,Estudio en calle de Mel_ndez Vald_s,1,Arapiles,1,1000,0,40,1,1,1,0,0,0,0,North
1755,Chamberi,Piso en plaza del descubridor diego de ord‡s,0,Nuevos Ministerios-R’os Rosas,1,990,1,55,2,1,1,0,0,0,0,North
1756,Chamberi,Piso en calle de bravo murillo,0,Trafalgar,1,1800,4,140,6,1,1,0,0,0,0,North
1757,Chamberi,Piso en Almagro,0,Almagro,1,3100,2,115,10,1,1,0,0,0,0,North
1758,Chamberi,Piso en Blasco de Garay,0,Arapiles,1,1500,3,75,3,0,1,0,0,0,0,North
1759,Chamberi,Piso en calle de Carranza,0,Trafalgar,1,1100,1,50,6,1,0,0,0,0,0,North
1760,Chamberi,çÅtico en calle BLASCO DE GARAY,0,Arapiles,1,1200,2,75,6,0,1,1,0,0,0,North
1761,Chamberi,Piso en calle Viriato,0,Trafalgar,1,1200,3,110,2,1,1,0,0,0,0,North
1762,Chamberi,Piso en jordan,0,Trafalgar,1,740,1,39,,0,0,0,0,0,0,North
1763,Chamberi,çÅtico en Almagro,0,en Almagro,1,4000,4,240,6,1,1,1,0,0,0,North
1764,Chamberi,çÅtico en Trafalgar,0,en Trafalgar,1,3500,3,225,6,1,1,1,0,0,0,North
1765,Chamberi,Piso en calle de Guzm‡n el Bueno,0,Gaztambide,1,1100,2,65,2,1,1,0,0,0,0,North
1766,Chamberi,Piso en calle de Zurbano,0,Almagro,1,2430,1,69,4,1,1,0,0,0,0,North
1767,Chamberi,Piso en calle de Zurbano,0,Almagro,1,2970,2,100,2,1,1,0,0,0,0,North
1768,Chamberi,Piso en paseo de San Francisco de Sales,0,Vallehermoso,1,2160,1,50,0,1,0,0,0,0,0,North
1769,Chamberi,Piso en Garc’a de Paredes,0,Almagro,1,2970,3,85,3,0,1,0,0,0,0,North
1770,Chamberi,Piso en fuencarral,0,Trafalgar,1,1890,1,45,5,1,1,0,0,0,0,North
1771,Chamberi,Piso en fuencarral,0,Trafalgar,1,1890,1,45,3,1,1,0,0,0,0,North
1772,Chamberi,Piso en calle de mar’a de guzm‡n,0,Nuevos Ministerios-R’os Rosas,1,2835,2,90,7,1,1,0,0,0,0,North
1773,Chamberi,Piso en calle Modesto Lafuente,0,Nuevos Ministerios-R’os Rosas,1,1600,4,120,4,1,1,0,0,0,0,North
1774,Chamberi,Piso en calle Vallehermoso,0,Vallehermoso,1,2000,2,90,2,1,0,0,0,0,0,North
1775,Chamberi,Estudio en Nuevos Ministerios-R’os Rosas,1,Nuevos Ministerios-R’os Rosas,1,750,0,55,0,0,0,0,0,0,0,North
1776,Chamberi,Piso en Nuevos Ministerios-R’os Rosas,0,Nuevos Ministerios-R’os Rosas,1,1600,2,85,4,1,1,0,0,0,0,North
1777,Chamberi,çÅtico en calle de Santa Engracia,0,Trafalgar,1,3100,2,120,8,1,1,1,0,0,0,North
1778,Chamberi,Piso en calle de Luchana,0,Trafalgar,1,2750,4,165,7,1,1,0,0,0,0,North
1779,Chamberi,çÅtico en calle de Alonso Cano,0,Nuevos Ministerios-R’os Rosas,1,2000,3,112,7,1,1,1,0,0,0,North
1780,Chamberi,Piso en calle de Carranza,0,Trafalgar,1,1100,1,50,6,1,0,0,0,0,0,North
1781,Chamberi,Piso en calle Fernando el Santo,0,Almagro,1,4300,5,391,2,1,1,0,0,0,0,North
1782,Chamberi,Piso en Nuevos Ministerios-R’os Rosas,0,Nuevos Ministerios-R’os Rosas,1,2300,2,147,7,1,1,0,0,0,0,North
1783,Chamberi,Piso en calle el Espa–oleto,0,Almagro,1,2175,2,152,1,1,1,0,0,0,0,North
1784,Chamberi,Piso en filipinas,0,Vallehermoso,1,1350,2,104,5,1,1,0,0,0,0,North
1785,Chamberi,Piso en Manuel Silvela,0,Trafalgar,1,3915,3,80,6,1,1,0,0,0,0,North
1786,Chamberi,Piso en Vallehermoso,0,Vallehermoso,1,3000,5,200,3,1,1,0,0,0,0,North
1787,Chamberi,Piso en Almagro,0,Almagro,1,4300,5,391,2,1,1,0,0,0,0,North
1788,Chamberi,Piso en Almagro,0,Almagro,1,4000,5,214,3,1,1,0,0,0,0,North
1789,Chamberi,Piso en calle de almagro,0,Almagro,1,2025,1,40,4,1,1,0,0,0,0,North
1790,Chamberi,Piso en san francisco de sales,0,Vallehermoso,1,3375,2,110,3,1,1,0,0,0,0,North
1791,Chamberi,Piso en calle de fuencarral,0,Trafalgar,1,2565,2,65,2,1,1,0,0,0,0,North
1792,Chamberi,Dœplex en calle galileo,0,Arapiles,1,1400,3,95,6,0,1,0,0,1,0,North
1793,Chamberi,Piso en calle blanca de navarra,0,Almagro,1,3780,3,95,2,1,1,0,0,0,0,North
1794,Chamberi,Piso en paseo de san francisco de sales,0,Vallehermoso,1,2970,3,150,5,1,1,0,0,0,0,North
1795,Chamberi,Piso en calle bravo murillo,0,Nuevos Ministerios-R’os Rosas,1,1890,1,65,6,1,1,0,0,0,0,North
1796,Chamberi,Piso en calle de Fern‡ndez de la Hoz,0,Nuevos Ministerios-R’os Rosas,1,2300,4,154,3,1,1,0,0,0,0,North
1797,Chamberi,Piso en calle Jos_ Mara–—n,0,Trafalgar,1,1500,1,104,6,1,1,0,0,0,0,North
1798,Chamberi,Piso en Almagro,0,Almagro,1,4300,8,477,3,1,1,0,0,0,0,North
1799,Chamberi,Piso en calle de bravo murillo,0,Arapiles,1,1000,2,60,5,0,1,0,0,0,0,North
1800,Chamberi,çÅtico en Magallanes,0,Arapiles,1,3200,2,220,6,1,1,1,0,0,0,North
1801,Chamberi,Piso en Nuevos Ministerios-R’os Rosas,0,Nuevos Ministerios-R’os Rosas,1,1850,3,145,,1,1,0,0,0,0,North
1802,Chamberi,Piso en Almagro,0,Almagro,1,2250,2,158,1,1,1,0,0,0,0,North
1803,Chamberi,Piso en calle de santa engracia,0,Nuevos Ministerios-R’os Rosas,1,950,1,50,1,0,1,0,0,0,0,North
1804,Chamberi,Piso en calle de Modesto Lafuente,0,Nuevos Ministerios-R’os Rosas,1,880,1,55,4,0,1,0,0,0,0,North
1805,Chamberi,Piso en calle de andres mellado,0,Gaztambide,1,950,2,65,3,0,1,0,0,0,0,North
1806,Chamberi,Piso en calle de Alberto Aguilera,0,Gaztambide,1,1800,2,80,2,0,1,0,0,0,0,North
1807,Chamberi,çÅtico en calle Magallanes,0,Arapiles,1,3200,2,220,6,1,1,1,0,0,0,North
1808,Chamberi,Estudio en calle de Gonzalo de C—rdoba,1,Trafalgar,1,1100,0,65,8,1,1,0,0,0,0,North
1809,Chamberi,Piso en GALILEO,0,Arapiles,1,1500,3,120,6,1,1,0,0,0,0,North
1810,Chamberi,Piso en calle Hilari—n Eslava,0,Gaztambide,1,2100,4,130,11,1,1,0,0,0,0,North
1811,Chamberi,Piso en calle de Ponzano,0,Nuevos Ministerios-R’os Rosas,1,1300,2,65,4,0,1,0,0,0,0,North
1812,Chamberi,Piso en Arapiles,0,Arapiles,1,3200,2,220,6,1,1,0,0,0,0,North
1813,Chamberi,Piso en Arapiles,0,Arapiles,1,1380,2,105,1,1,1,0,0,0,0,North
1814,Chamberi,Piso en Almagro,0,Almagro,1,3100,2,115,10,1,1,0,0,0,0,North
1815,Chamberi,Piso en calle donoso cort_s,0,Gaztambide,1,1200,1,46,3,1,0,0,0,0,0,North
1816,Chamberi,Piso en Trafalgar,0,Trafalgar,1,920,2,73,0,0,1,0,0,0,0,North
1817,Chamberi,çÅtico en Nuevos Ministerios-R’os Rosas,0,en Nuevos Ministerios-R’os Rosas,1,2500,4,205,6,1,1,1,0,0,0,North
1818,Chamberi,Piso en calle de Jos_ Abascal,0,Almagro,1,2800,1,60,1,1,1,0,0,0,0,North
1819,Chamberi,Piso en Nuevos Ministerios-R’os Rosas,0,Nuevos Ministerios-R’os Rosas,1,1600,2,110,5,1,1,0,0,0,0,North
1820,Chamberi,Piso en Arapiles,0,Arapiles,1,1400,2,65,2,1,1,0,0,0,0,North
1821,Chamberi,çÅtico en paseo del General Mart’nez Campos,0,Almagro,1,2600,3,139,7,1,1,1,0,0,0,North
1822,Chamberi,Piso en calle de jos_ abascal,0,Almagro,1,4000,5,355,3,1,1,0,0,0,0,North
1823,Chamberi,Piso en calle de Fern‡ndez de los Rios,0,Arapiles,1,1300,2,95,0,0,1,0,0,0,0,North
1824,Chamberi,Piso en calle del Monte Esquinza,0,Almagro,1,4000,4,260,2,1,1,0,0,0,0,North
1825,Chamberi,Piso en Almagro,0,Almagro,1,4950,5,350,1,1,1,0,0,0,0,North
1826,Chamberi,çÅtico en calle de Jenner,0,Almagro,1,4400,4,300,4,1,1,1,0,0,0,North
1827,Chamberi,Estudio en Guzman el Bueno,1,Gaztambide,1,1280,0,65,6,0,1,0,0,0,0,North
1828,Chamberi,Piso en calle de ponzano,0,Nuevos Ministerios-R’os Rosas,1,1699,2,80,1,0,1,0,0,0,0,North
1829,Chamberi,Piso en calle Alberto Aguilera,0,Gaztambide,1,800,1,40,1,0,0,0,0,0,0,North
1830,Chamberi,Piso en SAN BERNARDO,0,SAN BERNARDO,1,1400,2,75,2,1,1,0,0,0,0,North
1831,Chamberi,Piso en Arapiles,0,Arapiles,1,950,1,38,1,1,1,0,0,0,0,North
1832,Chamberi,Piso en Almagro,0,Almagro,1,3100,2,115,10,1,1,0,0,0,0,North
1833,Chamberi,Piso en Trafalgar,0,Trafalgar,1,2200,4,130,3,1,1,0,0,0,0,North
1834,Chamberi,Piso en Trafalgar,0,Trafalgar,1,2750,4,192,7,1,1,0,0,0,0,North
1835,Chamberi,Piso en Gaztambide,0,Gaztambide,1,1100,2,110,6,0,1,0,0,0,0,North
1836,Chamberi,Piso en Almagro,0,Almagro,1,15000,8,1250,4,1,1,0,0,0,0,North
1837,Chamberi,Piso en Arapiles,0,Arapiles,1,1299,2,90,0,0,1,0,0,0,0,North
1838,Chamberi,Piso en calle Bravo Murillo,0,Nuevos Ministerios-R’os Rosas,1,760,2,36,3,0,1,0,0,0,0,North
1839,Chamberi,Piso en Almagro,0,Almagro,1,1200,2,98,1,0,1,0,0,0,0,North
1840,Chamberi,Piso en calle de Garc’a de Paredes,0,Trafalgar,1,1300,2,70,3,1,1,0,0,0,0,North
1841,Chamberi,Piso en Zurbano,0,Almagro,1,1150,2,72,3,0,1,0,0,0,0,North
1842,Chamberi,Piso en Trafalgar,0,Trafalgar,1,1600,2,80,3,1,1,0,0,0,0,North
1843,Chamberi,Piso en calle de Fern‡ndez de los Rios,0,Arapiles,1,1000,1,40,3,0,1,0,0,0,0,North
1844,Chamberi,Estudio en calle Garc’a De Paredes,1,Almagro,1,800,0,50,2,0,0,0,0,0,0,North
1845,Chamberi,Piso en calle del Cardenal Cisneros,0,Trafalgar,1,2200,5,130,4,1,1,0,0,0,0,North
1846,Chamberi,Piso en Almagro,0,Almagro,1,2500,2,100,2,1,0,0,0,0,0,North
1847,Chamberi,Piso en calle el Espa–oleto,0,Almagro,1,2350,2,158,1,1,1,0,0,0,0,North
1848,Chamberi,Piso en calle de Zurbano,0,Nuevos Ministerios-R’os Rosas,1,3200,3,200,2,1,1,0,0,0,0,North
1849,Chamberi,Piso en avenida de la Reina Victoria,0,Vallehermoso,1,1700,3,140,9,1,1,0,0,0,0,North
1850,Chamberi,Piso en calle de Zurbano,0,Almagro,1,2600,3,160,1,1,1,0,0,0,0,North
1851,Chamberi,çÅtico en calle de Blasco de Garay,0,Gaztambide,1,1100,1,46,8,1,1,1,0,0,0,North
1852,Chamberi,Piso en paseo de San Francisco de Sales,0,Vallehermoso,1,3500,2,110,2,1,1,0,0,0,0,North
1853,Chamberi,Piso en avenida Filipinas,0,Vallehermoso,1,2000,2,90,2,1,0,0,0,0,0,North
1854,Chamberi,Estudio en Arapiles,1,Arapiles,1,650,0,35,2,1,1,0,0,0,0,North
1855,Chamberi,Piso en calle de Caracas,0,Almagro,1,2350,2,155,2,1,1,0,0,0,0,North
1856,Chamberi,Piso en calle Jos_ Mara–—n,0,Trafalgar,1,850,1,50,1,0,1,0,0,0,0,North
1857,Chamberi,Piso en calle Covarrubias,0,Trafalgar,1,850,1,50,3,0,1,0,0,0,0,North
1858,Chamberi,Estudio en Arapiles,1,Arapiles,1,1100,0,40,1,1,1,0,0,0,0,North
1859,Chamberi,çÅtico en Almagro,0,en Almagro,1,4500,3,335,6,1,1,1,0,0,0,North
1860,Chamberi,çÅtico en Jenne,0,Almagro,1,4500,3,350,6,1,1,1,0,0,0,North
1861,Chamberi,Piso en Arapiles,0,Arapiles,1,800,1,50,5,0,1,0,0,0,0,North
1862,Chamberi,Piso en Arapiles,0,Arapiles,1,800,1,50,5,0,1,0,0,0,0,North
1863,Chamberi,Piso en Vallehermoso,0,Vallehermoso,1,1500,3,111,4,1,1,0,0,0,0,North
1864,Chamberi,Piso en Trafalgar,0,Trafalgar,1,1290,1,63,0,1,1,0,0,0,0,North
1865,Chamberi,çÅtico en calle Fern‡ndez de la Hoz,0,Nuevos Ministerios-R’os Rosas,1,1600,2,153,6,1,1,1,0,0,0,North
1866,Chamberi,Piso en Almagro,0,Almagro,1,6000,5,400,4,1,1,0,0,0,0,North
1867,Chamberi,Estudio en Donoso Cort_s,1,Gaztambide,1,850,0,60,2,1,1,0,0,0,0,North
1868,Chamberi,Piso en calle el Espa–oleto,0,Almagro,1,2800,3,171,2,1,1,0,0,0,0,North
1869,Chamberi,Piso en galileo,0,Arapiles,1,1100,1,65,8,1,1,0,0,0,0,North
1870,Chamberi,Piso en Almagro,0,Almagro,1,1500,1,90,3,0,1,0,0,0,0,North
1871,Chamberi,Piso en Nuevos Ministerios-R’os Rosas,0,Nuevos Ministerios-R’os Rosas,1,3100,3,217,1,1,1,0,0,0,0,North
1872,Chamberi,çÅtico en Almagro,0,en Almagro,1,4800,1,189,5,1,1,1,0,0,0,North
1873,Chamberi,Piso en Almagro,0,Almagro,1,2500,2,113,2,1,1,0,0,0,0,North
1874,Chamberi,Piso en Vallehermoso,0,Vallehermoso,1,3000,3,111,5,1,1,0,0,0,0,North
1875,Chamberi,Piso en Almagro,0,Almagro,1,800,1,55,2,0,1,0,0,0,0,North
1876,Chamberi,Piso en Almagro,0,Almagro,1,3000,1,90,3,1,1,0,0,0,0,North
1877,Chamberi,Piso en Trafalgar,0,Trafalgar,1,2850,4,165,7,1,1,0,0,0,0,North
1878,Chamberi,Estudio en Gaztambide,1,Gaztambide,1,850,0,55,3,1,1,0,0,0,0,North
1879,Chamberi,Piso en Vallehermoso,0,Vallehermoso,1,1575,3,138,1,1,0,0,0,0,0,North
1880,Chamberi,Piso en Vallehermoso,0,Vallehermoso,1,1200,1,75,2,1,1,0,0,0,0,North
1881,Chamberi,Piso en Vallehermoso,0,Vallehermoso,1,1600,2,102,3,1,1,0,0,0,0,North
1882,Chamberi,Piso en Arapiles,0,Arapiles,1,1500,2,120,5,1,1,0,0,0,0,North
1883,San Blas,çÅtico en calle pastrana,0,Salvador,0,780,1,60,3,1,1,1,0,0,0,East
1884,San Blas,Piso en calle fernando vii,0,Simancas,0,900,1,79,1,0,1,0,0,0,0,East
1885,San Blas,Piso en Arcos,0,Rejas,0,1200,3,100,1,1,1,0,0,0,0,East
1886,San Blas,Piso en calle Nanclares de Oca,0,Rejas,0,710,1,52,1,1,1,0,0,0,0,East
1887,San Blas,Piso en calle de Samaniego,0,Rejas,0,1200,2,100,4,1,1,0,0,0,0,East
1888,San Blas,Chalet adosado en Rejas,0,Rejas,0,1600,3,220,0,0,0,0,0,0,0,East
1889,San Blas,Piso en Arcos,0,Arcos,0,600,3,65,3,1,0,0,0,0,0,East
1890,San Blas,Piso en calle Cigoitia,0,Rejas,0,850,1,55,3,1,1,0,0,0,0,East
1891,San Blas,Piso en calle Pirra,0,Rejas,0,750,1,56,5,1,1,0,0,0,0,East
1892,San Blas,Chalet adosado en calle Maria Tarin,0,Canillejas,0,3200,4,420,0,0,0,0,1,0,1,East
1893,San Blas,Piso en calle de yç©cora,0,Rejas,0,850,1,80,,0,0,0,0,0,0,East
1894,San Blas,Piso en calle de la pirra,0,Rejas,0,975,2,90,1,1,1,0,0,0,0,East
1895,San Blas,Piso en calle Deyanira,0,Rejas,0,900,2,92,3,1,1,0,0,0,0,East
1896,San Blas,Piso en calle Luis S‡nchez Polack Tip,0,Simancas,0,1300,3,110,4,1,1,0,0,0,0,East
1897,San Blas,çÅtico en calle de alcal‡,0,Salvador,0,1700,3,170,5,0,1,1,0,0,0,East
1898,San Blas,Piso en calle hermanos garcç_a noblejas,0,Simancas,0,1000,3,90,3,1,1,0,0,0,0,East
1899,San Blas,Casa o chalet independiente en calle de Teseo,0,Salvador,0,2400,5,350,0,0,0,0,1,0,0,East
1900,San Blas,Piso en calle Fernando VII,0,Simancas,0,2200,4,205,2,1,1,0,0,0,0,East
1901,San Blas,Piso en Rejas,0,Rejas,0,1300,2,100,4,1,1,0,0,0,0,East
